Price,Close,High,Low,Open,Volume
Ticker,DB,DB,DB,DB,DB
Date,,,,,
2018-02-05,14.301423072814941,14.955850632549053,14.22289163250322,14.85114315499699,10187600
2018-02-06,14.4148588180542,14.510840399774503,14.118184843365048,14.179264485631268,12390000
2018-02-07,14.039652824401855,14.153086203352641,13.673173321513792,13.725527060699127,9774700
2018-02-08,13.516111373901367,14.283974035072928,13.507385472718113,14.275248133889674,9365900
2018-02-09,13.59464168548584,13.646996256067492,13.140905679751409,13.481207476015314,8654200
2018-02-12,13.969846725463867,14.135635501266188,13.769155180884372,14.057104063480631,6412900
2018-02-13,13.873863220214844,13.978572356678901,13.804057684003892,13.926217788446873,3246300
2018-02-14,14.187990188598633,14.214167891045502,13.673173690544726,13.716802362475137,4770200
2018-02-15,14.057104110717773,14.187989286035094,13.934944003513332,14.179263385774567,3499900
2018-02-16,14.030926704406738,14.092006343217028,13.847686955828202,13.856412856271861,3255700
2018-02-20,14.362502098083496,14.441033535037876,14.214166788608866,14.23161692459129,3810400
2018-02-21,14.45848560333252,14.685354018262268,14.449759703031917,14.589370779250945,4420500
2018-02-22,14.336326599121094,14.510839615550998,14.292697096792113,14.353778400052686,4052900
2018-02-23,14.336326599121094,14.353778400052686,14.249069258758473,14.34505249958689,3095100
2018-02-26,14.37995433807373,14.406132039290748,14.249069160579294,14.345052400746367,2322900
2018-02-27,14.310148239135742,14.414857375610987,14.28397220323838,14.32760003926416,3047300
2018-02-28,13.90876579284668,14.310148036492443,13.900040725053655,14.3014221365518,4372900
2018-03-01,13.699350357055664,13.900041912091037,13.577191076044969,13.838961439437998,4869600
2018-03-02,13.777880668640137,13.83896030413471,13.437578059139751,13.507383594604297,7563200
2018-03-05,13.86513900756836,13.943669616539106,13.56846504429771,13.577190944899243,3886900
2018-03-06,14.013473510742188,14.048377109047815,13.891314245262826,13.987297476308134,2405900
2018-03-07,14.249068260192871,14.266520059901453,14.022199856866983,14.030925756721274,3755100
2018-03-08,14.118184089660645,14.231617467200024,14.004749047825925,14.153086027251478,4012700
2018-03-09,14.06583023071289,14.08328036721125,13.978572891039788,14.022200728728675,3114100
2018-03-12,14.057104110717773,14.100731947725114,13.978572672668323,14.057104110717775,2833500
2018-03-13,13.777880668640137,14.05710364264595,13.769154768670163,14.01347414279608,4476400
2018-03-14,13.699350357055664,13.891316011405218,13.603367945954734,13.891316011405218,4117000
2018-03-15,13.699350357055664,13.804058668842414,13.646996617236136,13.708076257741483,2187900
2018-03-16,13.804058074951172,13.84768674435554,13.690623867358878,13.699349767669283,3689000
2018-03-19,13.559738159179688,13.769154765525503,13.446303956038799,13.742977897769181,4187700
2018-03-20,13.542287826538086,13.646996134621917,13.507384225029147,13.577190595899364,2196600
2018-03-21,12.905311584472656,13.062374466797545,12.713345931869757,12.870408814194645,12846100
2018-03-22,12.381769180297852,12.538832062396224,12.364318211257856,12.425397851119365,11721300
2018-03-23,11.997838020324707,12.320688834468456,11.980386220137007,12.207254629691306,9433800
2018-03-26,12.277060508728027,12.294512309402705,12.024015223978793,12.207254970324628,6873100
2018-03-27,12.015289306640625,12.303237340241601,11.945482941022947,12.259608673785902,6663500
2018-03-28,12.00656509399414,12.15490208149818,11.928033649768741,12.102547507965342,5219900
2018-03-29,12.198530197143555,12.242158870713926,12.102547781006926,12.189805128147668,3322900
2018-04-02,11.936758041381836,12.21598017919038,11.797146972477563,12.128722845051405,3621700
2018-04-03,11.971660614013672,12.015289280373993,11.797146780719979,11.910580148250181,2799300
2018-04-04,12.111272811889648,12.128723780775209,11.805872950989427,11.805872950989427,3796600
2018-04-05,12.495203018188477,12.512654818854653,12.250883633895603,12.268335434561779,4654800
2018-04-06,12.102546691894531,12.277060538323719,12.05891802225032,12.233432700827167,4374000
2018-04-09,12.224706649780273,12.416671462412287,12.21598074952946,12.399220494058309,4976800
2018-04-10,12.285786628723145,12.33814119953557,12.242157958404068,12.303238429709843,3267900
2018-04-11,12.381769180297852,12.530106161802385,12.373044111851696,12.477752422534715,3200600
2018-04-12,12.573735237121582,12.608638008472079,12.46902692307009,12.495203793546034,2760100
2018-04-13,12.547557830810547,12.818054089188612,12.50392916044863,12.809329020834369,2673100
2018-04-16,12.503928184509277,12.582459618601764,12.486477217015175,12.538830951645092,2210400
2018-04-17,12.547557830810547,12.62608927103246,12.521380961452467,12.538831930308628,2934000
2018-04-18,12.599910736083984,12.695893970960757,12.591185668306874,12.660991203409463,2328300
2018-04-19,12.617362976074219,12.678442613382767,12.52138056999684,12.573734307076267,3643600
2018-04-20,12.442849159240723,12.469026027837259,12.29451218361426,12.381768689651937,3020000
2018-04-23,12.434123992919922,12.521381336255633,12.407947122778289,12.503929534729412,2482500
2018-04-24,12.896585464477539,13.018745574446307,12.791877155424741,12.818054024651024,6236300
2018-04-25,12.739522933959961,12.800602570554707,12.599911028368538,12.730797033832815,3657500
2018-04-26,12.512655258178711,12.565008997720087,12.3817692450299,12.495203456899795,3544600
2018-04-27,12.11999797821045,12.137448946038878,11.910580539235925,12.067643410429913,6033600
2018-04-30,11.919305801391602,12.00656313230726,11.919305801391602,11.936757600433765,2706500
2018-05-01,11.858227729797363,11.954210140719553,11.797148089405761,11.954210140719553,2588500
2018-05-02,11.8931303024292,12.00656451280301,11.86695343300376,11.980386811229893,2712800
2018-05-03,11.8931303024292,11.936758972903384,11.77969609205539,11.91930717185464,1968900
2018-05-04,12.024014472961426,12.058917239983106,11.788421003601988,11.805871971039025,1787200
2018-05-07,12.024014472961426,12.032740372753748,11.884403404874707,11.884403404874707,2265600
2018-05-08,11.858227729797363,11.89313050032795,11.797148089405761,11.797148089405761,3488900
2018-05-09,12.024014472961426,12.05019217233839,11.928032071688708,11.945483039125746,3072800
2018-05-10,12.111272811889648,12.146175581808444,11.936758962295668,11.971661732214464,2297400
2018-05-11,12.09382152557373,12.198529839786541,12.09382152557373,12.172352969270266,1324900
2018-05-14,11.9105806350708,12.024014839384991,11.901855567160196,11.99783797135791,3035500
2018-05-15,11.596455574035645,11.718615676846186,11.552826906449907,11.613907373928988,5819900
2018-05-16,11.343411445617676,11.404491087114504,11.256154101638458,11.299782773628067,7021200
2018-05-17,11.334684371948242,11.404489907049497,11.308507504322177,11.352136171797365,2618900
2018-05-18,11.090365409851074,11.168896847785481,11.046736740759997,11.125268178694405,4731100
2018-05-21,11.090365409851074,11.168896847785481,11.064188541255488,11.168896847785481,2852500
2018-05-22,11.31723403930664,11.343410908401605,11.229976699459868,11.256153568554835,4484400
2018-05-23,11.238702774047852,11.256153742999057,11.064188923797417,11.13399446389759,5851100
2018-05-24,10.688983917236328,10.776241261664687,10.46211548744076,10.688983917236328,11040700
2018-05-25,10.626370429992676,10.705737645346758,10.538184448265062,10.635189196366207,6440500
2018-05-29,9.96497917175293,10.194262076330473,9.859156486794973,10.158987848011154,15515600
2018-05-30,10.203080177307129,10.247173173712019,10.035527800173297,10.150169254424426,10298200
2018-05-31,9.770970344543457,9.841518800092194,9.321223309667305,9.638692200640556,31986000
2018-06-01,9.735695838928223,9.823881826349425,9.647509851507019,9.79742552552072,10876900
2018-06-04,9.885611534118652,9.920885760961916,9.815063080432123,9.894430301080444,5858000
2018-06-05,9.726876258850098,9.823881005104921,9.656327811212318,9.80624347269356,5919000
2018-06-06,10.009072303771973,10.009072303771973,9.77097062861959,9.77097062861959,7633400
2018-06-07,10.150168418884277,10.282446556206137,9.920885529256093,10.06198243333378,11834200
2018-06-08,9.920886039733887,9.99143449540279,9.79742582181134,9.894430579109029,6519300
2018-06-11,10.079620361328125,10.123712514825106,9.991434372326323,10.026708599726259,3980900
2018-06-12,10.061983108520508,10.15898786733612,10.00025341909526,10.123712797945757,3140100
2018-06-13,10.026708602905273,10.106075824831276,9.96497891518679,10.017889835801514,3601500
2018-06-14,9.894430160522461,10.00025283954896,9.867973860012915,9.938523153701142,4671300
2018-06-15,9.78860855102539,9.832700708017803,9.647510789236113,9.665148324836268,4681900
2018-06-18,9.770970344543457,9.779789111738031,9.62987343344598,9.665147661220349,4495100
2018-06-19,9.850337028503418,9.867973720923965,9.532868995898628,9.612235373296913,6547600
2018-06-20,9.770970344543457,9.85033756728677,9.770970344543457,9.806244572317826,2359300
2018-06-21,9.603418350219727,9.7004222701599,9.541687818436015,9.691603502618804,5438400
2018-06-22,9.70924186706543,9.770971563118136,9.691604330476638,9.735697330944586,3457500
2018-06-25,9.603418350219727,9.629873811839053,9.53286989189888,9.603418350219727,3652300
2018-06-26,9.506413459777832,9.576961917137657,9.427046234997041,9.56814399072064,4243500
2018-06-27,9.153670310974121,9.356496896532374,9.136032777793123,9.2418554538675,9562200
2018-06-28,9.233038902282715,9.285949827691834,9.153671673165041,9.224220134379863,5782800
2018-06-29,9.365316390991211,9.532869605217373,9.365316390991211,9.391771851814944,5750200
2018-07-02,9.382954597473145,9.42704675500224,9.285949832499544,9.321224063125218,5513000
2018-07-03,9.43586540222168,9.532870165954556,9.43586540222168,9.515232630365311,2371800
2018-07-05,9.815064430236816,9.867975357276269,9.779790198542507,9.841519893756542,5834300
2018-07-06,10.106075286865234,10.185442504566366,10.070801061331828,10.070801061331828,6942600
2018-07-09,10.176624298095703,10.185443065215445,10.08843830890613,10.106075843145613,4405300
2018-07-10,10.079620361328125,10.097257054526134,10.00907190652825,10.061982827126196,4638200
2018-07-11,9.832698822021484,9.982614481851737,9.806243364699624,9.938522333316579,5422800
2018-07-12,9.876792907714844,9.89443044188943,9.770970225679074,9.80624445302433,4057700
2018-07-13,9.912067413330078,9.93852371533469,9.78860803465766,9.903248645995207,2725500
2018-07-16,10.70573902130127,10.758649944335131,10.520549108674837,10.538185802684806,17667700
2018-07-17,10.46763801574707,10.511731015104855,10.40590832124858,10.441182552534004,6890000
2018-07-18,10.652827262878418,10.688101491920904,10.538185808239346,10.564641269770222,5493900
2018-07-19,10.599916458129883,10.63519068756609,10.502911696427338,10.599916458129883,5354800
2018-07-20,10.608734130859375,10.652827126850442,10.45881844909212,10.476455983890126,4881800
2018-07-23,10.741012573242188,10.749830499189335,10.661645352690522,10.670464119641574,6767300
2018-07-24,10.829197883605957,10.890928412193515,10.75864942893782,10.75864942893782,7631300
2018-07-25,10.741012573242188,10.741012573242188,10.538185138387496,10.652826585739469,7161800
2018-07-26,10.758649826049805,10.873291279368031,10.7498310586398,10.846835818141964,4124000
2018-07-27,10.952657699584961,10.97029439210562,10.846835021449344,10.890928014256824,6186500
2018-07-30,11.278944969177246,11.375948884579236,11.190758979899858,11.208396514156904,8793300
2018-07-31,11.517046928405762,11.614050846273749,11.517046928405762,11.614050846273749,6397500
2018-08-01,11.42004108428955,11.499408300913808,11.349492634179958,11.42004108428955,4698500
2018-08-02,11.058480262756348,11.058480262756348,10.899745826701185,10.996750578069953,6120200
2018-08-03,11.02320671081543,11.05848093864988,10.917384027312073,10.996751250190572,2517200
2018-08-06,11.040843963623047,11.067299423573122,10.882109521914781,10.952657975784254,3699400
2018-08-07,11.129030227661133,11.2172162243526,11.111393532925234,11.190759920742764,2495300
2018-08-08,11.040843963623047,11.111392417492517,11.005568895684402,11.076118190557782,2837800
2018-08-09,10.935020446777344,11.014387667667494,10.908564986815263,10.97911344071675,3288700
2018-08-10,10.423543930053711,10.432362697206983,10.211898564398714,10.220717331551986,11367000
2018-08-13,10.097257614135742,10.185443608024984,10.088438846546024,10.132531843490646,10259900
2018-08-14,10.13253116607666,10.15016870007693,10.026708485086763,10.106075706080164,4532500
2018-08-15,9.867973327636719,9.885610860358206,9.744513962601705,9.797424878758468,6391700
2018-08-16,9.885611534118652,9.964978754766973,9.876792767156859,9.912066994000124,4143100
2018-08-17,9.876792907714844,9.89443044188943,9.753333532508405,9.779788992766369,3637100
2018-08-20,9.894430160522461,9.903248086355083,9.806244174165098,9.823881707838128,3377400
2018-08-21,10.176624298095703,10.220717292690491,10.070801615670566,10.114894610265354,4689800
2018-08-22,10.238354682922363,10.264810986082654,10.176624990889643,10.238354682922363,3145400
2018-08-23,9.96497917175293,10.061983089380071,9.96497917175293,10.009072167403064,3277300
2018-08-24,10.04434585571289,10.079620082135778,9.991434095576611,10.061982548422385,2881500
2018-08-27,10.34417724609375,10.3794523165429,10.13253186942267,10.13253186942267,4817100
2018-08-28,10.185443878173828,10.273629033398041,10.185443878173828,10.255992338754794,3292900
2018-08-29,10.28244686126709,10.308902321315568,10.176624180069263,10.211898407135205,2215300
2018-08-30,10.070801734924316,10.13253142348564,10.000253279138825,10.088438428368724,3809800
2018-08-31,9.929705619812012,10.009072849187696,9.867975085295368,9.973798618465613,3254200
2018-09-04,10.070801734924316,10.106075962817064,9.867974293788077,9.929704823353331,3729900
2018-09-05,10.114893913269043,10.25599081344653,10.097256380244925,10.229535354914217,2962900
2018-09-06,10.035528182983398,10.11489541133891,9.973798490264217,10.061983645433905,3689900
2018-09-07,9.815064430236816,9.876794125450852,9.744515966848198,9.79742689388765,3632500
2018-09-10,9.797425270080566,9.894430021915547,9.779788577658495,9.876792488489594,2486300
2018-09-11,9.912067413330078,9.912067413330078,9.673966582316169,9.691603275981969,8143000
2018-09-12,9.912067413330078,10.000253404670898,9.691603275981969,9.71805957798658,10676300
2018-09-13,10.017889976501465,10.167805655355256,9.973797822371234,10.079620506090864,3963400
2018-09-14,10.0531644821167,10.070802017059156,9.956160562945051,9.96497933041628,2203700
2018-09-17,10.150168418884277,10.194261411659527,10.106075426109028,10.106075426109028,2540700
2018-09-18,10.211897850036621,10.255990841714583,10.150168166289793,10.150168166289793,1990400
2018-09-19,10.538185119628906,10.591096880237133,10.29126553246629,10.300084299401647,4896700
2018-09-20,10.802742004394531,10.890927989811551,10.72337478571999,10.77628654517098,5555600
2018-09-21,10.882110595703125,10.935021520824241,10.714557370476946,10.78510583130776,7139500
2018-09-24,10.793924331665039,11.040844779457643,10.785105564028738,11.023207244185041,3688200
2018-09-25,10.714556694030762,10.899746602270984,10.696920000438517,10.88210990867874,2886800
2018-09-26,10.494091987609863,10.635189733703708,10.494091987609863,10.608733433246423,3046200
2018-09-27,10.414726257324219,10.555823171194172,10.397088722588503,10.45881841215562,3011900
2018-09-28,10.017889976501465,10.132531427448711,9.99143451582254,10.017889976501465,4750700
2018-10-01,9.920886039733887,10.009072029821981,9.867974277480243,9.964979034777935,5698100
2018-10-02,9.815064430236816,9.841519893756542,9.718060503328472,9.83270112558196,3377500
2018-10-03,9.98261547088623,10.009071771833092,9.86797402312822,9.894430324075081,3722600
2018-10-04,9.876792907714844,10.053164044441123,9.779788992766369,10.0002531239252,5948900
2018-10-05,9.806244850158691,9.929705071368954,9.770970621384896,9.929705071368954,3559500
2018-10-08,9.744514465332031,9.77096992477528,9.629873019739433,9.656328479182681,3375200
2018-10-09,9.726876258850098,9.77978801508035,9.585779363574538,9.647509045006636,2949400
2018-10-10,9.629873275756836,9.867974099083945,9.621054508706669,9.850337405987526,3928200
2018-10-11,9.550506591796875,9.744515272799404,9.524051130161427,9.718059811163956,7650200
2018-10-12,9.559325218200684,9.718059667677593,9.453502532217392,9.70042213284507,4014700
2018-10-15,9.726876258850098,9.81506223889924,9.665146577418,9.691602035031208,4591600
2018-10-16,9.841519355773926,9.876793585539984,9.77097089624181,9.823882661392885,3349300
2018-10-17,9.929705619812012,10.07962131063186,9.88561262115841,9.956161082602573,4259200
2018-10-18,9.673966407775879,9.947341462193021,9.621054645725247,9.903248467318148,6984100
2018-10-19,9.629873275756836,9.779788951594018,9.532869361216742,9.576961514459748,6011400
2018-10-22,9.45350170135498,9.594598603598449,9.435864168072609,9.576961070316077,4188100
2018-10-23,9.43586540222168,9.515232630365311,9.330042711698168,9.382954477461917,5965400
2018-10-24,8.81856632232666,9.11839771184641,8.81856632232666,9.100760175519826,11900200
2018-10-25,8.81856632232666,8.88029601746166,8.774473322514222,8.87147809030239,8577400
2018-10-26,8.527551651000977,8.624555554466001,8.465821970705399,8.571644640213739,6821700
2018-10-29,8.501097679138184,8.695105519964176,8.465823449805825,8.677468825799979,5843800
2018-10-30,8.589282989501953,8.677468984952242,8.50991576179749,8.633375987227097,4905700
2018-10-31,8.615738868713379,8.70392401881963,8.589282566777959,8.615738868713379,4577200
2018-11-01,9.039029121398926,9.083122114582139,8.906750982853183,8.959661901869923,7276900
2018-11-02,9.277132034301758,9.330042960472326,9.171308499952605,9.277132034301758,7081300
2018-11-05,9.22421932220459,9.303586544334127,9.188945094703008,9.259493549706171,2808900
2018-11-06,9.206581115722656,9.21539988220512,9.091940515466076,9.13603266587067,2828200
2018-11-07,9.356496810913086,9.382953110442488,9.233037443791334,9.347678885407149,3320600
2018-11-08,9.118396759033203,9.36531635477573,9.083122531069986,9.31240543333287,3444600
2018-11-09,8.92438793182373,9.05666691517229,8.871477011287443,9.039029380990915,3218800
2018-11-12,8.580464363098145,8.783291819573297,8.571646436211047,8.774473051682204,6436900
2018-11-13,8.695104598999023,8.792109350141468,8.642193681106669,8.642193681106669,4386800
2018-11-14,8.703924179077148,8.845021094648189,8.58046395745051,8.836203168177965,3322600
2018-11-15,8.730379104614258,8.73919787154713,8.51873374424875,8.57164550484208,3794000
2018-11-16,8.65101432800293,8.721562794528607,8.571647092910526,8.61574009474009,3238600
2018-11-19,8.624556541442871,8.730379223061345,8.571645621135591,8.624556541442871,3843200
2018-11-20,8.139534950256348,8.33354361237518,8.113079491195922,8.307088153314757,9329700
2018-11-21,8.324726104736328,8.395275407907286,8.254177642569378,8.298270641674723,3658600
2018-11-23,8.157173156738281,8.236540381472583,8.148354389322481,8.183628617981732,2568400
2018-11-26,8.580464363098145,8.59810189888033,8.430549513969547,8.439367440856646,8449200
2018-11-27,8.677468299865723,8.695104992960974,8.56282685123289,8.598101078427305,4420500
2018-11-28,8.721561431884766,8.721561431884766,8.492278530997103,8.624556674814793,4237600
2018-11-29,8.307088851928711,8.465823301648351,8.25417708835418,8.43936699935911,11468000
2018-11-30,8.077805519104004,8.104260978995173,8.024894599321662,8.077805519104004,6697900
2018-12-03,8.280632972717285,8.37763688653683,8.271814205732623,8.351181426586756,5628000
2018-12-04,7.989619731903076,8.210083842329714,7.954345507874968,8.192446309813741,6670000
2018-12-06,7.848523139953613,7.874979442587775,7.698607455709208,7.822067678323412,11253900
2018-12-07,7.698607444763184,7.919071587043971,7.672151983170599,7.866160663858801,5797600
2018-12-10,7.389957427978516,7.698606692406059,7.257678450934815,7.663332466728515,10546300
2018-12-11,7.345864772796631,7.566328903651281,7.328228079650296,7.548692210504946,6399200
2018-12-12,7.963164806365967,8.086625032256814,7.46932558481055,7.539874045032752,19017800
2018-12-13,7.822066307067871,7.892614753050143,7.769155393083073,7.795610850075472,6442900
2018-12-14,7.760338306427002,7.857342230393391,7.716245307895372,7.7427007706127515,4706100
2018-12-17,7.5839667320251465,7.725063646685419,7.557510429773384,7.698607344433655,6019600
2018-12-18,7.663332462310791,7.786792672612964,7.601602777661644,7.733881754629088,4683300
2018-12-19,7.381138801574707,7.733881906057339,7.354683342064775,7.707425605543512,7190500
2018-12-20,7.10776424407959,7.187130628041158,7.028396598612092,7.134219705400112,11052400
2018-12-21,6.940210819244385,7.134219492137971,6.913755358714691,7.037215155691178,8671200
2018-12-24,6.975484848022461,7.0019407282996395,6.8432067081424215,6.940210621320857,6395500
2018-12-26,7.195949077606201,7.20476784465813,6.807932157862461,6.975484947331482,6902300
2018-12-27,6.887299537658691,6.904936651666063,6.719746744337688,6.83438819563658,13975800
2018-12-28,7.098945617675781,7.195949538447551,6.993122508785329,7.037215505864849,6150600
2018-12-31,7.187130451202393,7.310590669333692,7.072489841299531,7.240042213545501,5801700
2019-01-02,7.231223106384277,7.231223106384277,6.931392183379391,6.940210529687385,7039100
2019-01-03,7.134219169616699,7.213586388621703,7.098944943503796,7.195948855063307,5471200
2019-01-04,7.513417720794678,7.531054413325033,7.310590290170315,7.345864516234914,4845100
2019-01-07,7.672152042388916,7.7162450393862025,7.513418430604241,7.56632935419781,5661700
2019-01-08,7.707426071166992,7.848522985082479,7.654515148950657,7.83970505871572,4386300
2019-01-09,7.54869270324707,7.645696624393652,7.478143403044862,7.592784859492989,3805700
2019-01-10,7.592784881591797,7.619241184621115,7.478143424810005,7.504599727839325,2943300
2019-01-11,7.54869270324707,7.601603627143762,7.478143403044862,7.522236400294752,3844600
2019-01-14,7.566329002380371,7.610421997327431,7.442868784729388,7.442868784729388,2845900
2019-01-15,7.610422134399414,7.610422134399414,7.4693252208306555,7.513418216571878,5264200
2019-01-16,8.192447662353516,8.227721892205256,7.830886596122181,7.848523290546062,14131500
2019-01-17,7.866159915924072,7.919070834078337,7.795611464382466,7.9014341416948755,7338500
2019-01-18,8.060169219970703,8.060169219970703,7.936708999440212,8.007257456599364,6793300
2019-01-22,7.804431438446045,7.910254132129556,7.795612670388083,7.813249365499996,3407100
2019-01-23,7.980801582336426,8.033712501965194,7.919071054764324,7.989620349275856,3862700
2019-01-24,7.813248634338379,7.857341629497967,7.7427001784846095,7.830886168803787,3007200
2019-01-25,8.148353576660156,8.236539560015178,8.04253090123645,8.04253090123645,4561800
2019-01-28,8.174810409545898,8.183628335653538,8.095443187549698,8.139535341099657,3612900
2019-01-29,8.139534950256348,8.254176394190027,8.130717024572126,8.174810017008754,3155000
2019-01-30,8.192447662353516,8.236540659919186,8.086624972798294,8.130717970363964,2826000
2019-01-31,7.830886363983154,7.848523057884213,7.742700371466002,7.795612135177084,9427600
2019-02-01,7.804431438446045,7.874979900901719,7.5575109788471755,7.566329746905137,12558900
2019-02-04,7.760338306427002,7.760338306427002,7.610422616021857,7.672152309363741,4122000
2019-02-05,7.848523139953613,7.866160675043054,7.786793449148491,7.813248910778692,3872100
2019-02-06,7.892615795135498,7.927890022783995,7.8220673398385046,7.8220673398385046,2495600
2019-02-07,7.372320652008057,7.672152021571278,7.345865190283057,7.663333253994956,8587400
2019-02-08,7.222404956817627,7.248861259508464,7.090126807379297,7.231223724381239,7256000
2019-02-11,7.337046146392822,7.36350244812544,7.292953992179658,7.319409452908343,4371200
2019-02-12,7.531054973602295,7.5398737410254935,7.460506516224601,7.460506516224601,3353700
2019-02-13,7.531054973602295,7.610422198403187,7.513418279759847,7.566329202291141,3023600
2019-02-14,7.3546833992004395,7.4164130855377985,7.30177163876563,7.3546833992004395,3756300
2019-02-15,7.760338306427002,7.760338306427002,7.575148385397353,7.592785080207607,5861400
2019-02-19,7.592784881591797,7.601603649268236,7.478143424810005,7.504599727839325,4876800
2019-02-20,7.707426071166992,7.7250636059084,7.610422153101082,7.6192409204717855,3601500
2019-02-21,7.63687801361084,7.698607706426285,7.619241318950994,7.672152243934521,2760700
2019-02-22,7.628057479858398,7.707424689963906,7.592783257700816,7.707424689963906,2297200
2019-02-25,7.73388147354126,7.8308853803220115,7.725062707196506,7.769155697916428,4324900
2019-02-26,7.866159915924072,7.8837966083075335,7.804430231076137,7.813248156765927,3523400
2019-02-27,8.033712387084961,8.068986613334362,7.936708475150083,7.96316393458616,5233600
2019-02-28,8.148353576660156,8.254176252083862,8.139534810123882,8.183627801801391,5318900
2019-03-01,8.192447662353516,8.351182117188337,8.174810967929634,8.280633657484856,3363800
2019-03-04,8.113080024719238,8.22772147619184,7.998438573246635,8.21890270892381,5243000
2019-03-05,8.077805519104004,8.086624286069028,7.945527378644246,8.06016882617786,2621700
2019-03-06,8.086625099182129,8.174811095691707,8.068987563478617,8.148354792136438,3166700
2019-03-07,7.63687801361084,7.83088670089308,7.610422551119076,7.804431238401317,7621800
2019-03-08,7.619240760803223,7.636877454171091,7.54869230532389,7.54869230532389,3061200
2019-03-11,8.04253101348877,8.068986472462978,7.927889569928698,7.93670833658806,8807700
2019-03-12,7.813248634338379,7.910253391890261,7.760337712950018,7.866160396730671,5442700
2019-03-13,7.989619731903076,7.989619731903076,7.874978293560764,7.901433751330885,3636800
2019-03-14,7.85734224319458,7.927890704558527,7.822068012512607,7.901435241798047,3831300
2019-03-15,7.830886363983154,7.848523057884213,7.760337906371014,7.813248829078143,3588200
2019-03-18,8.16599178314209,8.210084778455734,8.104261253301415,8.130717555091962,8077900
2019-03-19,7.980801582336426,8.051350035844052,7.9455273555826125,8.033712501965194,5657000
2019-03-20,7.742700576782227,7.8749795690656486,7.725063882413489,7.813249036265129,7849100
2019-03-21,7.434051036834717,7.513418261442112,7.425232269433018,7.4957807266387135,7016600
2019-03-22,7.240042209625244,7.363502427689694,7.2135867489699805,7.337046126030499,6528500
2019-03-25,7.204768180847168,7.248861177160363,7.143038490611067,7.195949413383738,8126900
2019-03-26,7.30177116394043,7.337045388268496,7.1871297246232535,7.1871297246232535,6966200
2019-03-27,7.460506439208984,7.619240887172135,7.407594676219953,7.557510356850942,6264700
2019-03-28,7.222404956817627,7.240042491944852,7.151856498316656,7.204768262694366,11898300
2019-03-29,7.160674571990967,7.248860557073694,7.125400346158652,7.2400417903646455,6342200
2019-04-01,7.5398736000061035,7.5398736000061035,7.3458649253440464,7.3458649253440464,7807100
2019-04-02,7.4957804679870605,7.56632892275839,7.469325007698791,7.531054695372725,4754200
2019-04-03,7.57514762878418,7.628058548934144,7.531054634656601,7.583966395810478,5370600
2019-04-04,7.4957804679870605,7.548692229567517,7.416413246118335,7.469325007698791,5605800
2019-04-05,7.363502502441406,7.495780648064499,7.363502502441406,7.460506419831411,3678200
2019-04-08,7.337046146392822,7.354683680881235,7.257678923202834,7.319409452908343,4820800
2019-04-09,7.266497611999512,7.310590606740591,7.240042151556435,7.310590606740591,3607400
2019-04-10,7.240042209625244,7.27531643750024,7.160674986655522,7.257678903060777,5166500
2019-04-11,7.398777008056641,7.495780929083348,7.328228548945585,7.363502778501113,5381400
2019-04-12,7.592784881591797,7.716245106050028,7.566329419566452,7.64569664664646,5602300
